swimmer,team,gender,class_yr,points,season
"Alholm, Jayda",SJU/CSB,Female,SO,491.5,2024-2025
"Bartels, Megan J",SJU/CSB,Female,JR,511.3,2024-2025
"Boomgaarden, Anna G",SJU/CSB,Female,SO,388.25,2024-2025
"Canfield, Claire A",SJU/CSB,Female,SO,575.65,2024-2025
"Hansen, Elizabeth G",SJU/CSB,Female,JR,493.15,2024-2025
"Haskamp, Mikayla L",SJU/CSB,Female,JR,479.7,2024-2025
"Jackson, Josephine M",SJU/CSB,Female,SO,458.8,2024-2025
"Kortuem, Alivia C",SJU/CSB,Female,FR,498.65,2024-2025
"Larson, Autumn R",SJU/CSB,Female,FR,458.85,2024-2025
"Morphew, Grace",SJU/CSB,Female,FR,427.85,2024-2025
"Morris, Mary T",SJU/CSB,Female,SO,629.9,2024-2025
"Neely, Emma R",SJU/CSB,Female,SO,429,2024-2025
"Niksich, Ava R",SJU/CSB,Female,FR,465.25,2024-2025
"Oswald, Emily K",SJU/CSB,Female,SO,386.9,2024-2025
"Pfau, Natalie R",SJU/CSB,Female,FR,452.85,2024-2025
"Pratt, Emelia M",SJU/CSB,Female,FR,454.7,2024-2025
"Schlueter, Rachel V",SJU/CSB,Female,JR,588.25,2024-2025
"Sitzman, Lauren M",SJU/CSB,Female,JR,518.3,2024-2025
"Stout, Morgan M",SJU/CSB,Female,JR,506.95,2024-2025
"Stutelberg, Madelyn E",SJU/CSB,Female,FR,468.8,2024-2025
"Andersen, Noah",Saint Olaf,Male,FR,410.3,2024-2025
"Cameron, Daniel P",Saint Olaf,Male,FR,572.75,2024-2025
"Chong, Dobbin N",Saint Olaf,Male,FR,549.35,2024-2025
"Clark, Quinn S",Saint Olaf,Male,FR,401.9,2024-2025
"Cox, Nathaniel J",Saint Olaf,Male,FR,403.15,2024-2025
"Elling, Travis M",Saint Olaf,Male,FR,604.1,2024-2025
"Giddings, Beau D",Saint Olaf,Male,JR,474.3,2024-2025
"Griffey-Byram, Leo",Saint Olaf,Male,JR,310,2024-2025
"Gusdal, Benjamin H",Saint Olaf,Male,SR,509.6,2024-2025
"Homme, Jackson J",Saint Olaf,Male,SO,588.2,2024-2025
"Loerzel, Jacob G",Saint Olaf,Male,FR,426.3,2024-2025
"Nevins, Avery H",Saint Olaf,Male,SR,497.5,2024-2025
"Ravndal, Grant",Saint Olaf,Male,JR,496.1,2024-2025
"Roberts, Nathaniel",Saint Olaf,Male,FR,407.75,2024-2025
"Starcevich, Nick R",Saint Olaf,Male,JR,656.95,2024-2025
"Thronson, Mitchell",Saint Olaf,Male,FR,574.25,2024-2025
"Wallace, William M",Saint Olaf,Male,JR,578.6,2024-2025
"Williams, Luke M",Saint Olaf,Male,SO,469.9,2024-2025
"Yung, Aiden G",Saint Olaf,Male,JR,588.95,2024-2025
"Bell, Karissa E",Saint Olaf,Female,FR,532.1,2024-2025
"CUCCHIARO, ALEXANDRA M",Saint Olaf,Female,SR,410.61,2024-2025
"Davis, Grace",Saint Olaf,Female,FR,421.5,2024-2025
"Eastman, Sawyer D",Saint Olaf,Female,FR,530.15,2024-2025
"Heim, Theron H",Saint Olaf,Female,SO,400.2,2024-2025
"Homme, Katherine J",Saint Olaf,Female,SO,637.8,2024-2025
"Hopewell, Olivia",Saint Olaf,Female,JR,494.3,2024-2025
"Hultgren, McKenna S",Saint Olaf,Female,FR,553.4,2024-2025
"Kallop, Ava P",Saint Olaf,Female,JR,382.05,2024-2025
"Krueger-Barth, Rowan",Saint Olaf,Female,JR,512.5,2024-2025
"McDaniel, McKelvey J",Saint Olaf,Female,FR,579.15,2024-2025
"Olson, Rachael",Saint Olaf,Female,JR,382.75,2024-2025
"Porrata, Elena L",Saint Olaf,Female,JR,495.2,2024-2025
"Reeg, Kaia J",Saint Olaf,Female,FR,506.25,2024-2025
"Roberts, Zoe R",Saint Olaf,Female,JR,341.7,2024-2025
"Russell, Lauren N",Saint Olaf,Female,FR,361.25,2024-2025
"Schmidt, Della J",Saint Olaf,Female,SO,438.55,2024-2025
"Schmitzer, Alana E",Saint Olaf,Female,SO,528.4,2024-2025
"Small, Olivia J",Saint Olaf,Female,FR,624.1,2024-2025
"Steenblock, Paige G",Saint Olaf,Female,JR,634.25,2024-2025
"Sylvester, Samantha M",Saint Olaf,Female,SO,547.7,2024-2025
"Varley, Ellen",Saint Olaf,Female,SR,616.85,2024-2025
"Wolner, Harper K",Saint Olaf,Female,FR,478.95,2024-2025
"Mcmahon, Molly",Saint Kate's,Female,5Y,568.2,2021-2022
"Knutson, Maya L",Saint Olaf,Female,5Y,692.8,2021-2022
"Nevin, Sophia M",Saint Olaf,Female,5Y,653.8,2021-2022
"Hussein, Farrque",Gustavus,Male,5Y,581.55,2022-2023
"Kawlewski, Ryan",Gustavus,Male,5Y,655.9,2022-2023
"Wentzel, Jordyn",Saint Kate's,Female,5Y,767.35,2022-2023
"Biebl, Lindsey",Concordia-Moorhead,Female,5Y,268.1,2023-2024
"Phillips, Mercedes A",Gustavus,Female,5Y,413.35,2023-2024
"Durand, Gillian",Saint Kate's,Female,5Y,603.6,2023-2024
"Voelker, Andrea",Saint Kate's,Female,5Y,609.05,2023-2024
"Richardson, Peyton",Gustavus,Male,5Y,688.55,2024-2025
"Hauck, Marcus",Saint Olaf,Male,5Y,569.9,2024-2025
"Nik, Adam N",Carleton,Male,FR,557.15,2021-2022
"Oswald, Emily",Concordia-Moorhead,Female,FR,385.5,2021-2022
"Hoffman, Noah",Gustavus,Male,FR,454.5,2021-2022
"Caya Blonkenfeld, Emilia",Macalester,Female,FR,408.85,2021-2022
"Lewandowski, Sian",Macalester,Female,FR,490.8,2021-2022
"Lyon, Fiona W",Macalester,Female,FR,330.36,2021-2022
"Simerson, Jack",Hamline,Male,FR,370.7,2022-2023
"Despres-Berry, Henry",Macalester,Male,FR,212.88,2022-2023
"Brundieck, Abigail",Macalester,Female,FR,350.85,2022-2023
"Hinz, Saffron P",Macalester,Female,FR,514.05,2023-2024
"Isbell, Anastacia N",Macalester,Female,FR,420.8,2023-2024
"Pattee, Megan",SJU/CSB,Female,FR,454.95,2023-2024
"Combs, Rose",Carleton,Female,FR,382.3,2024-2025
"Li, Yi Han",Carleton,Female,FR,428.55,2024-2025
"Bjorklund, Greta",Concordia-Moorhead,Female,FR,247.3,2024-2025
"Richardson, Peyton",Gustavus,Male,FR,688.55,2024-2025
"Hauck, Marcus",Saint Olaf,Male,FR,569.9,2024-2025
"Banse, Aaron C",Carleton,Male,SR,408.2,2024-2025pm
"Chang, Nicholas J",Carleton,Male,JR,535.95,2024-2025pm
"Chen, Xingzhe",Carleton,Male,FR,508.4,2024-2025pm
"Clausman, William M",Carleton,Male,JR,545.9,2024-2025pm
"Eldridge, Collin C",Carleton,Male,SR,535.9,2024-2025pm
"Hill, Theodore D",Carleton,Male,SO,463.4,2024-2025pm
"Jalili, Aidan A",Carleton,Male,SR,521.4,2024-2025pm
"Johnson, Aiden J",Carleton,Male,SO,491.3,2024-2025pm
"Kong, Jeffrey",Carleton,Male,JR,530.2,2024-2025pm
"Kozak, Warren",Carleton,Male,SO,549.4,2024-2025pm
"Krogman, Matthew D",Carleton,Male,SO,561.05,2024-2025pm
"Lee, Alexander",Carleton,Male,SO,552.1,2024-2025pm
"Lee, Noah Zameer",Carleton,Male,SO,506.55,2024-2025pm
"Maring, Christopher T",Carleton,Male,SR,482.95,2024-2025pm
"Petricka, Leif A",Carleton,Male,FR,558.5,2024-2025pm
"Rankin, Jackson J",Carleton,Male,SO,575.2,2024-2025pm
"Rose, Gabriel",Carleton,Male,FR,459.7,2024-2025pm
"Rosseel, John G",Carleton,Male,SO,530.15,2024-2025pm
"Serota, Maxwell B",Carleton,Male,SR,482.7,2024-2025pm
"Smith, Sean E",Carleton,Male,SR,504.25,2024-2025pm
"Tan, William S",Carleton,Male,SO,408.6,2024-2025pm
"Tun, Ethan",Carleton,Male,SR,593.3,2024-2025pm
"Wonacott, Rhys P",Carleton,Male,SR,363.45,2024-2025pm
"Zhang, Nathan",Carleton,Male,SO,512.75,2024-2025pm
"Zhao, Aaron",Carleton,Male,FR,452.4,2024-2025pm
"Andersen, Chelsea",Carleton,Female,FR,579.75,2024-2025pm
"Ashland, Bryn",Carleton,Female,SO,504.05,2024-2025pm
"Baranov, Stephanie V",Carleton,Female,JR,537.45,2024-2025pm
"Crampton, Caroline H",Carleton,Female,SR,510.95,2024-2025pm
"Drummond, Jenna D",Carleton,Female,SR,515.95,2024-2025pm
"Fields, Clara D",Carleton,Female,SO,325.5,2024-2025pm
"Grogan, Ella A",Carleton,Female,FR,530.1,2024-2025pm
"Hebard, Eleanor J",Carleton,Female,JR,477.82,2024-2025pm
"Heintz, Gretchen J",Carleton,Female,FR,420.45,2024-2025pm
"Hofmann, Clara M",Carleton,Female,FR,469.05,2024-2025pm
"Hou, Grace J",Carleton,Female,SO,559.3,2024-2025pm
"Johnson, Lily R",Carleton,Female,SO,484.5,2024-2025pm
"Kalb-Bourke, Susannah",Carleton,Female,SO,385.2,2024-2025pm
"Lamberts, Clara L",Carleton,Female,FR,381.65,2024-2025pm
"Marks, Abigail R",Carleton,Female,SR,422.85,2024-2025pm
"Martin del Campo, Lulu R",Carleton,Female,FR,413.46,2024-2025pm
"Morton, Zoe",Carleton,Female,JR,551.6,2024-2025pm
"Nagpal, Jivana",Carleton,Female,SR,393.85,2024-2025pm
"Riley, Isabelle C",Carleton,Female,SR,489.3,2024-2025pm
"Roh, Ava",Carleton,Female,SO,463.35,2024-2025pm
"SACHS, AVIVA T",Carleton,Female,JR,393.65,2024-2025pm
"Shaker, Ava",Carleton,Female,SO,475.7,2024-2025pm
"Soillis, Lillian M",Carleton,Female,FR,492.15,2024-2025pm
"Taraday, Lola S",Carleton,Female,JR,441.7,2024-2025pm
"Trackman, Alison J",Carleton,Female,JR,423.45,2024-2025pm
"Tran, Aubrey M",Carleton,Female,SO,466.8,2024-2025pm
"Tucker, Daya V",Carleton,Female,SO,527.3,2024-2025pm
"Wong, Lily S",Carleton,Female,JR,518.8,2024-2025pm
"Wootten, Nora",Carleton,Female,SO,518.3,2024-2025pm
"Yao, Emma",Carleton,Female,SO,575.75,2024-2025pm
"Barlage, Madelyn",Concordia-Moorhead,Female,JR,307.3,2024-2025pm
"Jaeger, Hailey C",Concordia-Moorhead,Female,SR,496.85,2024-2025pm
"Metsala, Callie A",Concordia-Moorhead,Female,SO,568.55,2024-2025pm
"Moore, Christina J",Concordia-Moorhead,Female,JR,339.25,2024-2025pm
"Porter, Tinsley",Concordia-Moorhead,Female,JR,384.95,2024-2025pm
"Braley, Logan",Gustavus,Male,JR,543.1,2024-2025pm
"Carlson, Aiden C",Gustavus,Male,SO,541.75,2024-2025pm
"Cheema, Nihal S",Gustavus,Male,FR,416,2024-2025pm
"Christoferson, Jack E",Gustavus,Male,JR,527.55,2024-2025pm
"Collins, Brendan M",Gustavus,Male,SO,558.75,2024-2025pm
"Cordano, Jonathan",Gustavus,Male,SR,584.45,2024-2025pm
"Cote, Mason J",Gustavus,Male,FR,571.25,2024-2025pm
"Cyr, Logan J",Gustavus,Male,SO,575.55,2024-2025pm
"Friedrichs, Jimmy",Gustavus,Male,FR,375.55,2024-2025pm
"Gustafson, Finley",Gustavus,Male,FR,530.05,2024-2025pm
"Hemstad, Trygg D",Gustavus,Male,SO,374.05,2024-2025pm
"Hill, Nyden F",Gustavus,Male,SR,633.1,2024-2025pm
"Johnson, Alex",Gustavus,Male,SR,498.2,2024-2025pm
"Kauffman, Tyler",Gustavus,Male,SO,513.2,2024-2025pm
"Kell, Benjamin T",Gustavus,Male,SO,548.5,2024-2025pm
"Lillejord, Matthew T",Gustavus,Male,SO,544.5,2024-2025pm
"McCormick, Colin R",Gustavus,Male,FR,479.9,2024-2025pm
"Mellum, Leo R",Gustavus,Male,FR,445.45,2024-2025pm
"Metzger, Jacob J",Gustavus,Male,SR,528.55,2024-2025pm
"Moran, John",Gustavus,Male,JR,402.45,2024-2025pm
"Myers, Fred",Gustavus,Male,FR,564.95,2024-2025pm
"Nguyen, Marcus V",Gustavus,Male,SR,476.05,2024-2025pm
"Ohrtman, Jonah A",Gustavus,Male,FR,536.6,2024-2025pm
"Reilly, Jack C",Gustavus,Male,FR,495.3,2024-2025pm
"Richardson, Peyton",Gustavus,Male,SR,674.05,2024-2025pm
"Ricker, Joseph",Gustavus,Male,SR,496.8,2024-2025pm
"Ripken, Braden L",Gustavus,Male,SO,635.1,2024-2025pm
"Robischon, Jacob",Gustavus,Male,FR,539.4,2024-2025pm
"Rowan, Jonathan R",Gustavus,Male,SO,371.7,2024-2025pm
"Sarkinen, Cole T",Gustavus,Male,SO,406.6,2024-2025pm
"Sarkinen, Will A",Gustavus,Male,JR,516.45,2024-2025pm
"Shermak, Aiden R",Gustavus,Male,SO,544.95,2024-2025pm
"Smith, Henry M",Gustavus,Male,FR,409.35,2024-2025pm
"Solensky, Theodore H",Gustavus,Male,SO,567.6,2024-2025pm
"Vaupel, Landon D",Gustavus,Male,SO,620.45,2024-2025pm
"Verwest, Matthew L",Gustavus,Male,FR,503.3,2024-2025pm
"Wangsness, Luke",Gustavus,Male,SO,415.4,2024-2025pm
"Wilcek, Brandon P",Gustavus,Male,JR,595.95,2024-2025pm
"Amundson, Alexa I",Gustavus,Female,FR,429,2024-2025pm
"Anderson Moye, Stella V",Gustavus,Female,SO,558.4,2024-2025pm
"Anderson, Emily",Gustavus,Female,FR,399.9,2024-2025pm
"Arp, Abby",Gustavus,Female,SR,448.2,2024-2025pm
"Artley, Elisabeth J",Gustavus,Female,SR,500.3,2024-2025pm
"Baar, Michaela B",Gustavus,Female,FR,431.5,2024-2025pm
"Bader, Ursula I",Gustavus,Female,SR,478.75,2024-2025pm
"Bjorklund, Callie S",Gustavus,Female,FR,448.7,2024-2025pm
"Cooper, Eloise R",Gustavus,Female,FR,509.85,2024-2025pm
"Coppersmith, Kendall M",Gustavus,Female,SO,503.7,2024-2025pm
"DeSotel, Caelyn R",Gustavus,Female,FR,340.3,2024-2025pm
"Fackler, Geneva L",Gustavus,Female,FR,606.4,2024-2025pm
"Fisher, Nola",Gustavus,Female,SO,558.3,2024-2025pm
"Gatti, Teresa D",Gustavus,Female,FR,523.9,2024-2025pm
"Isaacson, Marit K",Gustavus,Female,SR,591.1,2024-2025pm
"Johnson, Ellie M",Gustavus,Female,JR,477.2,2024-2025pm
"jones, greer b",Gustavus,Female,FR,500.15,2024-2025pm
"Koeneman, Olivia J",Gustavus,Female,SO,530.15,2024-2025pm
"Krause, Sommer E",Gustavus,Female,FR,535.25,2024-2025pm
"Lozinski, Libby",Gustavus,Female,JR,482.95,2024-2025pm
"McFarlane, Ellen",Gustavus,Female,FR,411.9,2024-2025pm
"Oian Vust, Regan C",Gustavus,Female,SO,409.65,2024-2025pm
"Olson, Samantha M",Gustavus,Female,SO,434.55,2024-2025pm
"Otto, Caitlyn T",Gustavus,Female,FR,550.05,2024-2025pm
"Prowse, Sydney J",Gustavus,Female,SR,468.25,2024-2025pm
"Reinsmoen, Linnea M",Gustavus,Female,FR,577.75,2024-2025pm
"Rooney, McKenna R",Gustavus,Female,JR,351.8,2024-2025pm
"Scheeler, Olivia R",Gustavus,Female,SO,531.55,2024-2025pm
"Schilling, Madeleine R",Gustavus,Female,FR,353.55,2024-2025pm
"Siers, Katelyn J",Gustavus,Female,FR,537.95,2024-2025pm
"Sprow, Reese E",Gustavus,Female,SR,457.1,2024-2025pm
"Sundby, Lindsay R",Gustavus,Female,JR,545.7,2024-2025pm
"Symreng, Felicia L",Gustavus,Female,SO,525.45,2024-2025pm
"Thiss, Nora M",Gustavus,Female,SO,422.95,2024-2025pm
"Thomas, Kassidy M",Gustavus,Female,JR,422.85,2024-2025pm
"Thomson, Megan",Gustavus,Female,JR,478.75,2024-2025pm
"Trifilette Simons, Mia B",Gustavus,Female,FR,546.95,2024-2025pm
"Van Den Heuvel, Bella A",Gustavus,Female,SR,485.6,2024-2025pm
"Villa, Samantha R",Gustavus,Female,FR,504,2024-2025pm
"Wagner, Grace A",Gustavus,Female,JR,477.05,2024-2025pm
"Wartner, Hadley A",Gustavus,Female,SO,514.55,2024-2025pm
"Witte, Madison L",Gustavus,Female,SO,509.95,2024-2025pm
"Witte, Mikayla R",Gustavus,Female,SR,495.2,2024-2025pm
"Wunschel, Autumn M",Gustavus,Female,FR,394.6,2024-2025pm
"Zebell, Laura",Gustavus,Female,SO,415.1,2024-2025pm
"Ziegler, Madeline",Gustavus,Female,SR,515.75,2024-2025pm
"DeClue, Andy",Hamline,Male,FR,402.3,2024-2025pm
"Poeschel, Evan",Hamline,Male,JR,241.6,2024-2025pm
"Popa, Tristan T",Hamline,Male,FR,370.1,2024-2025pm
"Poscher, Nelson-Manfred M",Hamline,Male,FR,393.25,2024-2025pm
"Purrington, Dylan P",Hamline,Male,SR,493.55,2024-2025pm
"Shaffer, Augustus P",Hamline,Male,FR,409.05,2024-2025pm
"Dawson, Coretta",Hamline,Female,FR,339.3,2024-2025pm
"Hegg, Makayla J",Hamline,Female,SR,292.15,2024-2025pm
"Morrison, Natalie R",Hamline,Female,FR,196.1,2024-2025pm
"Phillips, Nicole A",Hamline,Female,SR,413.8,2024-2025pm
"Puente Infante, Milla",Hamline,Female,JR,384.95,2024-2025pm
"Skaja, Samantha R",Hamline,Female,FR,406.9,2024-2025pm
"Sorenson-Wagner, Ellsa D",Hamline,Female,FR,436,2024-2025pm
"Stadheim, Isabella Q",Hamline,Female,JR,300.85,2024-2025pm
"Watson, Kate A",Hamline,Female,FR,245.56,2024-2025pm
"Yurttas, Sila",Hamline,Female,SR,506.95,2024-2025pm
"Allen, Boden J",Macalester,Male,FR,456.45,2024-2025pm
"Batsaikhan, Munkhbat C",Macalester,Male,SR,651.4,2024-2025pm
"Chen, Alec G",Macalester,Male,JR,463.85,2024-2025pm
"Chi, Devinn H",Macalester,Male,FR,320.35,2024-2025pm
"Desouza-Chen, Kynan",Macalester,Male,JR,446.7,2024-2025pm
"Glynn, John R",Macalester,Male,FR,422.4,2024-2025pm
"Haby, William K",Macalester,Male,SO,529,2024-2025pm
"Kisker, Isaac J",Macalester,Male,SR,569.25,2024-2025pm
"Lewin, Ben w",Macalester,Male,SR,423.05,2024-2025pm
"McNeff, Ryan D",Macalester,Male,SR,426.75,2024-2025pm
"Meretta, Casey S",Macalester,Male,JR,512.65,2024-2025pm
"Mickelborough, Ryan J",Macalester,Male,SO,449.45,2024-2025pm
"Moore, Thomas A",Macalester,Male,SO,631,2024-2025pm
"Overton, Tilghman E",Macalester,Male,FR,421.65,2024-2025pm
"PAJARILLAGA, Kean",Macalester,Male,FR,601.85,2024-2025pm
"Palli, Taran",Macalester,Male,JR,592.2,2024-2025pm
"Ray, Gunnar S",Macalester,Male,FR,374.35,2024-2025pm
"Schumacher, John B",Macalester,Male,FR,486.2,2024-2025pm
"Simpson, Peter J",Macalester,Male,SO,445.9,2024-2025pm
"St. John, William A",Macalester,Male,JR,580.9,2024-2025pm
"Taufen, Maxwell P",Macalester,Male,FR,593.25,2024-2025pm
"Thompson, Bode K",Macalester,Male,FR,507.05,2024-2025pm
"Villarama, Ramier S",Macalester,Male,SR,447.75,2024-2025pm
"Batsaikhan, Munkh-Enkh E",Macalester,Female,SR,464.35,2024-2025pm
"Chapon, Caroline A",Macalester,Female,SR,604.45,2024-2025pm
"Chopskie, Megan",Macalester,Female,SO,503.6,2024-2025pm
"Cox-Faxon, Izabel",Macalester,Female,SR,425.75,2024-2025pm
"Devitt, Anne N",Macalester,Female,SO,295.4,2024-2025pm
"Farrer, Alyson C",Macalester,Female,JR,403.5,2024-2025pm
"Goh, Julia K",Macalester,Female,FR,460.1,2024-2025pm
"Green, Sonya C",Macalester,Female,SR,437.85,2024-2025pm
"Henry, Emma L",Macalester,Female,JR,581.75,2024-2025pm
"Hensel, Annika L",Macalester,Female,FR,463.3,2024-2025pm
"Johnson, Olivia L",Macalester,Female,SR,505.9,2024-2025pm
"Koelbel, Danielle K",Macalester,Female,SO,398.3,2024-2025pm
"Lanz, Nadia G",Macalester,Female,JR,490.55,2024-2025pm
"Malone, Adelyn",Macalester,Female,SO,493.6,2024-2025pm
"Marcotullio, Isabella X",Macalester,Female,JR,430.95,2024-2025pm
"Martinson, Abbie",Macalester,Female,FR,429.45,2024-2025pm
"Merkadeau, Olga",Macalester,Female,SR,568.65,2024-2025pm
"Nilson, Melina",Macalester,Female,SR,428.1,2024-2025pm
"Nuckolls, Madeleine K",Macalester,Female,FR,586.55,2024-2025pm
"Parker, Eleanor E",Macalester,Female,SR,399.52,2024-2025pm
"Petrin, Eleanor",Macalester,Female,SR,467.85,2024-2025pm
"Pollock, Natalie E",Macalester,Female,SR,565.45,2024-2025pm
"Schmit, Skye E",Macalester,Female,JR,584.35,2024-2025pm
"Shields, Amalia A",Macalester,Female,FR,591.85,2024-2025pm
"Stretanski, Claire",Macalester,Female,SO,470.7,2024-2025pm
"Tellez, Maya E",Macalester,Female,FR,593.85,2024-2025pm
"Tilzer, Nicole E",Macalester,Female,SO,461.2,2024-2025pm
"Uhlhorn-Thornton, Isabella",Macalester,Female,JR,571.05,2024-2025pm
"Wolking, Carolyn H",Macalester,Female,FR,529.6,2024-2025pm
"Wray-Raabolle, Verity C",Macalester,Female,SR,593.25,2024-2025pm
"Wurtz, Anna I",Macalester,Female,FR,460.3,2024-2025pm
"Zurn, Hannah A",Macalester,Female,JR,542.65,2024-2025pm
"Bradley, Shea E",St. Kate's,Female,SO,479.6,2024-2025pm
"Chandler, Natalie J",St. Kate's,Female,JR,484.15,2024-2025pm
"Chikowero, Maka",St. Kate's,Female,JR,386.75,2024-2025pm
"Cook, Clare",St. Kate's,Female,SO,397.25,2024-2025pm
"Dombroski, Jillian",St. Kate's,Female,SR,541.55,2024-2025pm
"Doom, Avery K",St. Kate's,Female,FR,493.95,2024-2025pm
"Gilman, Elizabeth A",St. Kate's,Female,FR,363.5,2024-2025pm
"Grotbo, Jordyn E",St. Kate's,Female,SO,564.95,2024-2025pm
"Gupta, Mira R",St. Kate's,Female,FR,414.05,2024-2025pm
"Hacker, Ava J",St. Kate's,Female,SO,501.6,2024-2025pm
"Harvey, Nicolette K",St. Kate's,Female,JR,507.1,2024-2025pm
"Hermansen, Sierra G",St. Kate's,Female,JR,444.6,2024-2025pm
"Hochstetler, Ella G",St. Kate's,Female,JR,607.2,2024-2025pm
"Hocking, Amelia S",St. Kate's,Female,SR,411.7,2024-2025pm
"Johnson, Charlotte R",St. Kate's,Female,SO,410.35,2024-2025pm
"Mckeon, Eloise M",St. Kate's,Female,SO,407,2024-2025pm
"Pollard, Richanta C",St. Kate's,Female,SO,397.1,2024-2025pm
"Svendsen, Emma K",St. Kate's,Female,SR,595.9,2024-2025pm
"Walsh, Carys R",St. Kate's,Female,FR,402.85,2024-2025pm
"Weil, Olivia F",St. Kate's,Female,JR,577.35,2024-2025pm
"Arntson, Maximillion D",SJU/CSB,Male,SO,439.85,2024-2025pm
"Barton, Trevor C",SJU/CSB,Male,SO,506.1,2024-2025pm
"Close, Brennan W",SJU/CSB,Male,SO,479.8,2024-2025pm
"Edwards, Benjamin J",SJU/CSB,Male,SO,440.05,2024-2025pm
"Flores, Luis A",SJU/CSB,Male,SO,468.05,2024-2025pm
"Fuller, Joseph C",SJU/CSB,Male,JR,329.6,2024-2025pm
"Gaspard, Dylan P",SJU/CSB,Male,FR,361,2024-2025pm
"Hovda, Jackson D",SJU/CSB,Male,FR,522.4,2024-2025pm
"Jones, Jason A",SJU/CSB,Male,FR,507.5,2024-2025pm
"Kern, Colby N",SJU/CSB,Male,SR,598.95,2024-2025pm
"Krotzer, Nate O",SJU/CSB,Male,FR,384.55,2024-2025pm
"Larson, Carter S",SJU/CSB,Male,SR,655.35,2024-2025pm
"Megaw, Clay W",SJU/CSB,Male,JR,559.15,2024-2025pm
"Noble, Liam T",SJU/CSB,Male,SR,597.25,2024-2025pm
"Nyangamoi, Simon L",SJU/CSB,Male,SO,448.7,2024-2025pm
"Philion, Langston R",SJU/CSB,Male,SR,531.75,2024-2025pm
"Reuter, Carsten D",SJU/CSB,Male,JR,589.4,2024-2025pm
"Roggeman, Andrew M",SJU/CSB,Male,JR,450.85,2024-2025pm
"Ruoff, Zac J",SJU/CSB,Male,SR,463.07,2024-2025pm
"Schreifels, Cameron J",SJU/CSB,Male,JR,447.65,2024-2025pm
"Slavik, Brayden J",SJU/CSB,Male,JR,709,2024-2025pm
"Snyder, Hayden T",SJU/CSB,Male,FR,372.85,2024-2025pm
"Thayer, Connor M",SJU/CSB,Male,SR,544.5,2024-2025pm
"Tschida, Jake E",SJU/CSB,Male,SR,452,2024-2025pm
"West, Jack P",SJU/CSB,Male,SR,476.55,2024-2025pm
"Yerks, Riley B",SJU/CSB,Male,FR,452.15,2024-2025pm
"Alholm, Jayda",SJU/CSB,Female,SO,459.6,2024-2025pm
"Bartels, Megan J",SJU/CSB,Female,JR,490.15,2024-2025pm
"Boomgaarden, Anna G",SJU/CSB,Female,SO,357.9,2024-2025pm
"Canfield, Claire A",SJU/CSB,Female,SO,547,2024-2025pm
"Hansen, Elizabeth G",SJU/CSB,Female,JR,486.1,2024-2025pm
"Haskamp, Mikayla L",SJU/CSB,Female,JR,479.7,2024-2025pm
"Jackson, Josephine M",SJU/CSB,Female,SO,434.45,2024-2025pm
"Kortuem, Alivia C",SJU/CSB,Female,FR,497.45,2024-2025pm
"Larson, Autumn R",SJU/CSB,Female,FR,449.8,2024-2025pm
"Morphew, Grace",SJU/CSB,Female,FR,427.85,2024-2025pm
"Morris, Mary T",SJU/CSB,Female,SO,603.05,2024-2025pm
"Neely, Emma R",SJU/CSB,Female,SO,413.45,2024-2025pm
"Niksich, Ava R",SJU/CSB,Female,FR,458.3,2024-2025pm
"Oswald, Emily K",SJU/CSB,Female,SO,386.9,2024-2025pm
"Pfau, Natalie R",SJU/CSB,Female,FR,425.65,2024-2025pm
"Pratt, Emelia M",SJU/CSB,Female,FR,438.55,2024-2025pm
"Schlueter, Rachel V",SJU/CSB,Female,JR,564.7,2024-2025pm
"Sitzman, Lauren M",SJU/CSB,Female,JR,518.3,2024-2025pm
"Stout, Morgan M",SJU/CSB,Female,JR,456.3,2024-2025pm
"Stutelberg, Madelyn E",SJU/CSB,Female,FR,457.95,2024-2025pm
"Andersen, Noah",St. Olaf,Male,FR,378.85,2024-2025pm
"Cameron, Daniel P",St. Olaf,Male,FR,502.4,2024-2025pm
"Chong, Dobbin N",St. Olaf,Male,FR,542.3,2024-2025pm
"Clark, Quinn S",St. Olaf,Male,FR,363.1,2024-2025pm
"Cox, Nathaniel J",St. Olaf,Male,FR,403.15,2024-2025pm
"Elling, Travis M",St. Olaf,Male,FR,569.05,2024-2025pm
"Giddings, Beau D",St. Olaf,Male,JR,473.2,2024-2025pm
"Griffey-Byram, Leo",St. Olaf,Male,JR,310,2024-2025pm
"Gusdal, Benjamin H",St. Olaf,Male,SR,410.8,2024-2025pm
"Homme, Jackson J",St. Olaf,Male,SO,549.75,2024-2025pm
"Loerzel, Jacob G",St. Olaf,Male,FR,411.55,2024-2025pm
"Nevins, Avery H",St. Olaf,Male,SR,452.85,2024-2025pm
"Ravndal, Grant",St. Olaf,Male,JR,442.7,2024-2025pm
"Roberts, Nathaniel",St. Olaf,Male,FR,372.9,2024-2025pm
"Starcevich, Nick R",St. Olaf,Male,JR,582.15,2024-2025pm
"Thronson, Mitchell",St. Olaf,Male,FR,519.15,2024-2025pm
"Wallace, William M",St. Olaf,Male,JR,464.65,2024-2025pm
"Williams, Luke M",St. Olaf,Male,SO,460.45,2024-2025pm
"Yung, Aiden G",St. Olaf,Male,JR,556.95,2024-2025pm
